Wall time,Step,Value
1729244350.9668305,0,5.774312973022461
1729244613.0850458,1,5.302797794342041
1729244875.0334258,2,4.823075294494629
1729245136.4862947,3,4.69827938079834
1729245398.96954,4,3.9359066486358643
1729245673.465433,5,4.405073642730713
1729245937.1636255,6,3.0520036220550537
1729246199.1133163,7,3.421239137649536
1729246461.215449,8,2.838697671890259
1729246723.763153,9,2.450765371322632
1729246986.0600548,10,2.616406202316284
1729247250.078105,11,2.5474395751953125
1729247515.2922301,12,1.975533366203308
1729247779.7098231,13,2.3788371086120605
1729248044.5685215,14,2.413329601287842
1729248309.5595405,15,2.04313325881958
1729248573.7188385,16,2.074406385421753
1729248838.5560408,17,1.7061704397201538
1729249103.4554288,18,1.948840618133545
1729249367.3390064,19,1.6757155656814575
1729249630.1179194,20,1.5761387348175049
1729249893.0407512,21,1.5546175241470337
1729250156.8636594,22,1.8315695524215698
1729250418.6350212,23,1.5179903507232666
1729250680.5525796,24,1.755126714706421
1729250942.860351,25,1.2555336952209473
1729251205.2458372,26,1.4733490943908691
1729251467.2702966,27,1.4517549276351929
1729251729.3845022,28,1.1848992109298706
1729251991.8731306,29,1.041115164756775
1729252254.3460357,30,1.0242962837219238
1729252517.6377916,31,1.06571364402771
1729252780.1462455,32,1.265773892402649
1729253042.3400288,33,0.9496097564697266
1729253305.187754,34,0.919592559337616
1729253567.3880281,35,0.8592480421066284
1729253830.229999,36,0.8327329754829407
1729254093.4129887,37,0.783660352230072
1729254356.4612162,38,0.7859595417976379
1729254619.6323826,39,0.830540657043457
1729254882.7405152,40,0.7674321532249451
1729255145.4987204,41,0.7384884357452393
1729255407.7743335,42,0.7318717241287231
1729255669.8310711,43,0.738099217414856
1729255932.0279925,44,0.6861993074417114
1729256194.0010307,45,0.6932517290115356
1729256456.4293492,46,0.6629507541656494
1729256719.296569,47,0.637563169002533
1729256981.4566908,48,0.6165221929550171
1729257244.7683952,49,0.6039615273475647
1729257507.0853784,50,1.633170247077942
1729257770.0189378,51,1.1745723485946655
1729258032.5066159,52,1.3517398834228516
1729258297.0446546,53,1.3877736330032349
1729258559.4378898,54,1.3690404891967773
1729258822.4033332,55,1.825139045715332
1729259084.9923105,56,1.2816460132598877
1729259347.73151,57,1.1726990938186646
1729259610.6248772,58,1.8792600631713867
1729259873.4193428,59,1.2896373271942139
1729260136.1198943,60,1.4561716318130493
1729260399.8141155,61,1.374738097190857
1729260662.8885572,62,1.1523051261901855
1729260926.0712295,63,0.9956385493278503
1729261188.4524567,64,1.406031608581543
1729261451.386202,65,1.3044312000274658
1729261714.2313747,66,1.5072035789489746
1729261976.2695239,67,1.3223391771316528
1729262239.2647884,68,1.04317045211792
1729262501.6676424,69,1.4415512084960938
1729262764.2497964,70,1.015762448310852
1729263026.9454422,71,0.9628108739852905
1729263289.9010305,72,1.0321640968322754
1729263552.423566,73,1.2958012819290161
1729263815.4723098,74,1.058448314666748
1729264078.0283382,75,1.0339860916137695
1729264340.8493478,76,1.1565591096878052
1729264603.724443,77,0.9314624667167664
1729264866.7212048,78,0.8105642795562744
1729265129.3215783,79,1.0281823873519897
1729265392.534245,80,0.9720328450202942
1729265655.5489545,81,0.9442812204360962
1729265918.4537413,82,0.805805504322052
1729266182.6527727,83,0.882534384727478
1729266445.4214845,84,0.8964918255805969
1729266707.771392,85,0.9448365569114685
1729266970.843367,86,0.7991280555725098
1729267233.3707106,87,0.8959918022155762
1729267496.0566852,88,0.8541308045387268
1729267758.369819,89,0.9877114295959473
1729268021.5113335,90,0.7100895047187805
1729268283.795977,91,0.8548027873039246
1729268546.767993,92,0.763864278793335
1729268810.2211876,93,1.1042094230651855
1729269072.825332,94,0.8908622860908508
1729269335.6261044,95,0.7953813672065735
1729269597.8529482,96,0.7088754177093506
1729269860.4155338,97,0.7128840684890747
1729270123.5589368,98,0.7554017901420593
1729270386.9094622,99,0.6796774864196777
1729270649.397718,100,0.671578049659729
1729270912.4788296,101,0.7180596590042114
1729271174.9337213,102,0.6723608374595642
1729271437.6280296,103,0.7863799929618835
1729271699.8575168,104,0.6616613268852234
1729271962.6317072,105,0.6465294361114502
1729272225.9949644,106,0.6580019593238831
1729272488.9645474,107,0.7751273512840271
1729272752.9671142,108,0.6960129737854004
1729273015.5743814,109,0.67098069190979
1729273278.07014,110,0.6405341029167175
1729273540.8063622,111,0.6364941596984863
1729273803.842037,112,0.6334184408187866
1729274066.2141354,113,0.6003843545913696
1729274329.6928596,114,0.6931886672973633
1729274592.481443,115,0.5954728722572327
1729274856.105685,116,0.5783725380897522
1729275119.0018399,117,0.5818570852279663
1729275381.495827,118,0.6592719554901123
1729275643.9385855,119,0.5576527118682861
1729275906.1218035,120,0.5432829260826111
1729276168.3504553,121,0.5339406132698059
1729276431.254407,122,0.5287834405899048
1729276694.311526,123,0.5508644580841064
1729276956.8139665,124,0.5383157134056091
1729277219.7115865,125,0.4760265350341797
1729277483.0392714,126,0.4968271553516388
1729277746.7336817,127,0.49734485149383545
1729278009.6735995,128,0.4806544780731201
1729278272.8997495,129,0.49292415380477905
1729278535.8173738,130,0.4770955741405487
1729278798.6820707,131,0.4531956911087036
1729279061.6293905,132,0.444730669260025
1729279324.8386302,133,0.4488280415534973
1729279587.0895152,134,0.4438634216785431
1729279850.4558961,135,0.44294580817222595
1729280113.0689864,136,0.4324590265750885
1729280375.876417,137,0.4240608811378479
1729280638.547701,138,0.41984227299690247
1729280901.8956254,139,0.41337043046951294
1729281165.1039758,140,0.41254329681396484
1729281427.459806,141,0.40134555101394653
1729281692.025221,142,0.39832210540771484
1729281955.42431,143,0.3959880471229553
1729282217.916277,144,0.3904567062854767
1729282481.0899663,145,0.3877180516719818
1729282743.3864057,146,0.3796139359474182
1729283006.041706,147,0.3773077726364136
1729283268.8841252,148,0.3714882731437683
1729283531.4114938,149,0.37286901473999023
1729283794.5745504,150,0.8116661906242371
1729284057.7246656,151,0.8487229943275452
1729284321.072299,152,0.9078247547149658
1729284583.3526773,153,0.7837328910827637
1729284846.9770865,154,0.8650468587875366
1729285110.8172123,155,0.7714776992797852
1729285373.0980384,156,1.2044601440429688
1729285635.9385018,157,0.8631043434143066
1729285898.5187082,158,0.8745108842849731
1729286162.2056694,159,0.859369695186615
1729286424.7080169,160,0.8232353925704956
1729286687.7717195,161,0.756131112575531
1729286950.6945238,162,1.1306917667388916
1729287213.2731595,163,1.2397464513778687
1729287476.3249583,164,0.8075546622276306
1729287739.6834726,165,0.6456668376922607
1729288002.1876168,166,0.9811751246452332
1729288264.8505173,167,0.8603085279464722
1729288527.6894586,168,0.7966189980506897
1729288790.5124545,169,0.8937868475914001
1729289053.240056,170,0.980089545249939
1729289316.5218887,171,1.0701075792312622
1729289579.7226634,172,0.6364019513130188
1729289842.2772887,173,0.9982922077178955
1729290104.8406088,174,0.7652209401130676
1729290367.9902596,175,0.7927759885787964
1729290630.3663309,176,0.7867757678031921
1729290893.6571116,177,0.7631825804710388
1729291156.6588163,178,0.8357154130935669
1729291419.689741,179,0.7139695286750793
1729291682.2476327,180,0.6681878566741943
1729291944.684557,181,0.6047359704971313
1729292208.327277,182,0.7385538220405579
1729292471.3042843,183,0.7503563165664673
1729292733.8618577,184,0.8140619397163391
1729292996.3842027,185,0.7728224992752075
1729293258.6818874,186,0.936397135257721
1729293521.2739408,187,0.8386394381523132
1729293783.5677867,188,0.8624856472015381
1729294045.8080041,189,0.7412929534912109
1729294308.3051937,190,0.7914308905601501
1729294571.2175565,191,0.76697838306427
1729294833.938705,192,0.7016057372093201
1729295097.0914416,193,0.9232943058013916
1729295359.7517729,194,0.6454508304595947
1729295622.6049273,195,0.8521673083305359
1729295885.6114619,196,0.666297972202301
1729296148.2611282,197,0.6194813251495361
1729296410.8043427,198,0.7671006917953491
1729296673.922921,199,0.5806305408477783
1729296936.4770653,200,0.6414055228233337
1729297199.782971,201,0.6711786389350891
1729297462.2390947,202,0.618496835231781
1729297725.2085662,203,0.5852884650230408
1729297987.6149008,204,0.6803005933761597
1729298250.202174,205,0.6234050989151001
1729298512.9898858,206,0.6176588535308838
1729298775.9961202,207,0.7401224970817566
1729299038.8535311,208,0.6618717908859253
1729299301.6350794,209,0.5287158489227295
1729299564.2829027,210,0.5286798477172852
1729299826.7261379,211,0.5906211137771606
1729300089.9466498,212,0.6381357312202454
1729300352.45609,213,0.580489993095398
1729300615.7196922,214,0.6273794174194336
1729300878.5611362,215,0.4969213902950287
1729301141.6436615,216,0.5698689222335815
1729301404.340914,217,0.6134592890739441
1729301667.2017593,218,0.552851140499115
1729301930.100808,219,0.6133227944374084
1729302193.233751,220,0.5649081468582153
1729302456.0021856,221,0.6009378433227539
1729302720.1289418,222,0.4924146831035614
1729302982.8128302,223,0.5695553421974182
1729303245.4860957,224,0.5994735360145569
1729303508.9364393,225,0.4964624345302582
1729303771.6873615,226,0.5044082403182983
1729304034.1380959,227,0.5266597867012024
1729304296.6730173,228,0.6208387017250061
1729304559.586021,229,0.4783923327922821
1729304822.879352,230,0.5747463703155518
1729305087.018973,231,0.5918264985084534
1729305349.3328564,232,0.47320201992988586
1729305612.1814973,233,0.5179291367530823
1729305874.4230382,234,0.655184805393219
1729306138.2958379,235,0.47698643803596497
1729306400.8986535,236,0.5098344087600708
1729306663.9851236,237,0.568372905254364
1729306925.7763748,238,0.6047292351722717
1729307188.5287952,239,0.49290168285369873
1729307451.0736837,240,0.5360910892486572
1729307713.0551896,241,0.5384885668754578
1729307975.3485403,242,0.4726184606552124
1729308237.4654434,243,0.5468642711639404
1729308499.5381637,244,0.4616156816482544
1729308761.652317,245,0.4920769929885864
1729309024.8303049,246,0.4865748882293701
1729309286.7899895,247,0.4973124563694
